Lender_Type,Customer_ID,Loan_ID,Loan_Type,Loan_Purpose,Loan_Amount,Interest_Rate,Loan_Term_Months,Start_Date,End_Date,Repayment_Status,NPA_Status,Pending_Amount,Non_Repayment_EMIs,Default_Date,Recovery_Status,Collateral,Guarantor,Prepayment_Option,EMI_Amount,Name,Age,Gender,Account_Type,Credit_Score,Customer_Segment,Branch_Location
Bank,C61,L1959,Home Loan,Residential Property,4296240,13.3,36,2019-10-18,2022-10-02,Ongoing,No,4296240,5,,Active,House,Mother,No,119340.0,Kunal Gupta,30,F,Savings,779,SME,Pune
Bank,C1296,L1339,Personal Loan,Wedding Expenses,3306460,9.1,60,2019-05-06,2024-04-09,Ongoing,No,3306460,3,,Active,None,Mother,No,55108.0,Suresh Kumar,28,F,Savings,790,Retail,Patna
Bank,C318,L336,Business Loan,Business Expansion,1357130,12.1,48,2019-07-31,2023-07-10,Closed,No,0,0,,Closed,Factory,Father,No,28274.0,Deepak Malhotra,53,F,Savings,686,Corporate,Delhi
Bank,C1684,L1247,Education Loan,Overseas Study,4182479,7.1,24,2021-06-22,2023-06-12,Defaulted,Yes,4182479,4,2024-06-26,Recovery,None,Father,No,174270.0,Megha Mehta,30,M,Savings,793,SME,Hyderabad
Bank,C584,L1261,Business Loan,Business Expansion,2334262,14.3,36,2023-02-05,2026-01-20,Ongoing,No,2334262,1,,Active,Factory,Brother,No,64841.0,Anjali Rathi,45,F,Savings,777,Retail,Hyderabad
Bank,C745,L756,Home Loan,Residential Property,3168101,9.2,60,2021-09-01,2026-08-06,Ongoing,No,3168101,5,,Active,House,None,Yes,52802.0,Rajesh Bansal,30,M,Current,734,Retail,Hyderabad
Bank,C1858,L1092,Car Loan,Vehicle Purchase,539099,7.0,36,2021-03-22,2024-03-06,Ongoing,No,539099,3,,Active,Car,None,No,14975.0,Anjali Verma,53,M,Current,797,Corporate,Patna
Bank,C1743,L1096,Business Loan,Working Capital,4911037,14.8,240,2024-02-25,2043-11-12,Ongoing,No,4911037,1,,Active,Factory,Mother,Yes,20463.0,Sunita Bansal,43,F,Current,768,Retail,Lucknow
Bank,C586,L605,Business Loan,Startup Funding,2162722,13.9,24,2021-06-03,2023-05-24,Ongoing,No,2162722,5,,Active,Factory,Husband,No,90113.0,Anjali Joshi,35,M,Current,769,Retail,Jaipur
Bank,C478,L1586,Business Loan,Business Expansion,4809789,9.0,120,2022-10-29,2032-09-06,Closed,No,0,0,,Closed,Factory,Mother,No,40082.0,Deepak Patel,43,F,Savings,781,SME,Pune
Bank,C608,L1780,Personal Loan,Medical Expenses,3403174,10.5,120,2021-01-12,2030-11-21,Defaulted,Yes,3403174,5,2025-04-28,Recovery,None,None,No,28360.0,Neha Desai,42,F,Savings,620,Retail,Ahmedabad
Bank,C45,L720,Education Loan,Overseas Study,3767698,10.9,60,2021-02-04,2026-01-09,Defaulted,Yes,3767698,3,2026-03-28,Recovery,None,Father,Yes,62795.0,Arjun Kapoor,41,M,Savings,792,Corporate,Mumbai
Bank,C928,L1051,Home Loan,Renovation,4547546,12.7,60,2019-01-18,2023-12-23,Ongoing,No,4547546,6,,Active,House,Wife,Yes,75792.0,Deepak Malhotra,46,M,Savings,778,Corporate,Delhi
Bank,C306,L1988,Car Loan,Vehicle Purchase,768315,10.1,60,2024-11-26,2029-10-31,Ongoing,No,768315,2,,Active,Car,None,No,12805.0,Rohit Rathi,44,F,Savings,612,SME,Bangalore
Bank,C509,L1905,Business Loan,Business Expansion,2953321,14.6,36,2024-08-14,2027-07-30,Ongoing,No,2953321,5,,Active,Factory,Husband,Yes,82037.0,Meera Desai,54,M,Current,732,Corporate,Lucknow
Bank,C1053,L784,Education Loan,Overseas Study,2500843,8.3,36,2021-06-17,2024-06-01,Ongoing,No,2500843,2,,Active,None,None,No,69468.0,Rohit Kapoor,57,M,Current,781,SME,Pune
Bank,C1767,L1328,Home Loan,Renovation,3890754,9.4,96,2022-03-21,2030-02-07,Ongoing,No,3890754,4,,Active,House,None,Yes,40529.0,Rohit Verma,40,M,Current,606,SME,Ahmedabad
Bank,C964,L1745,Home Loan,Renovation,2503089,9.4,120,2021-05-17,2031-03-26,Ongoing,No,2503089,4,,Active,House,Brother,No,20859.0,Rahul Iyer,22,F,Savings,754,SME,Chennai
Bank,C376,L1654,Business Loan,Working Capital,4365974,9.0,48,2019-07-23,2023-07-02,Ongoing,No,4365974,1,,Active,Factory,Brother,Yes,90958.0,Anjali Kumar,40,F,Savings,783,SME,Chennai
Bank,C1320,L1526,Business Loan,Working Capital,371183,12.6,60,2025-10-01,2030-09-05,Closed,No,0,0,,Closed,Factory,Wife,Yes,6186.0,Megha Bansal,60,F,Savings,633,Retail,Kolkata
Bank,C532,L1905,Home Loan,Renovation,812877,10.6,120,2024-03-08,2034-01-15,Ongoing,No,812877,2,,Active,House,Husband,Yes,6774.0,Arjun Rao,37,F,Savings,729,SME,Ahmedabad
Bank,C1927,L856,Car Loan,Vehicle Purchase,4913025,12.4,24,2019-07-22,2021-07-11,Ongoing,No,4913025,4,,Active,Car,Brother,Yes,204709.0,Shreya Rao,21,F,Savings,704,Retail,Mumbai
Bank,C90,L169,Business Loan,Business Expansion,579777,14.5,60,2022-06-13,2027-05-18,Ongoing,No,579777,0,,Active,Factory,Husband,No,9663.0,Neha Verma,41,M,Current,791,SME,Hyderabad
Bank,C1643,L1986,Car Loan,Vehicle Purchase,1584593,13.6,180,2022-05-30,2037-03-12,Ongoing,No,1584593,3,,Active,Car,Wife,No,8803.0,Rahul Desai,57,F,Current,748,Corporate,Hyderabad
Bank,C926,L390,Home Loan,Residential Property,1448631,10.1,60,2024-01-01,2028-12-05,Ongoing,No,1448631,0,,Active,House,Wife,No,24144.0,Deepak Rathi,59,M,Savings,763,Corporate,Hyderabad
Bank,C1214,L1961,Business Loan,Business Expansion,4620456,7.7,240,2025-04-22,2045-01-07,Closed,No,0,0,,Closed,Factory,None,No,19252.0,Rahul Kumar,28,M,Savings,708,Retail,Bangalore
Bank,C809,L1393,Education Loan,Overseas Study,1491621,12.6,60,2020-01-30,2025-01-03,Ongoing,No,1491621,1,,Active,None,Father,No,24860.0,Rohit Gupta,31,M,Savings,624,Corporate,Delhi
Bank,C1616,L1873,Personal Loan,Medical Expenses,549092,11.6,240,2021-03-26,2040-12-11,Ongoing,No,549092,4,,Active,None,Brother,No,2288.0,Kunal Verma,32,M,Current,765,Retail,Ahmedabad
Bank,C445,L742,Home Loan,Residential Property,1471024,12.5,36,2021-06-21,2024-06-05,Ongoing,No,1471024,3,,Active,House,Brother,No,40862.0,Neha Patel,24,F,Current,729,SME,Delhi
Bank,C1656,L529,Home Loan,Renovation,1597323,9.2,36,2022-09-23,2025-09-07,Defaulted,Yes,1597323,4,2024-12-11,Recovery,House,Wife,Yes,44370.0,Sneha Gupta,43,F,Current,662,Retail,Delhi
Bank,C653,L664,Home Loan,Renovation,3115194,14.8,60,2022-01-04,2026-12-09,Ongoing,No,3115194,3,,Active,House,Father,No,51920.0,Vikram Patel,42,F,Current,727,SME,Chennai
Bank,C346,L1757,Car Loan,Vehicle Purchase,520597,8.5,120,2022-01-11,2031-11-20,Defaulted,No,520597,0,2024-05-14,Recovery,Car,None,No,4338.0,Pooja Rathi,36,F,Current,796,Corporate,Gurugram
Bank,C154,L747,Car Loan,Vehicle Purchase,2441229,12.5,36,2022-06-22,2025-06-06,Ongoing,No,2441229,6,,Active,Car,Brother,No,67812.0,Vikram Nair,50,F,Current,664,SME,Hyderabad
Bank,C1181,L1837,Personal Loan,Debt Consolidation,3132395,11.8,36,2019-10-25,2022-10-09,Closed,No,0,0,,Closed,None,Wife,Yes,87011.0,Amit Desai,33,F,Current,708,SME,Kolkata
Bank,C1328,L958,Education Loan,Higher Education,2129454,10.9,48,2020-11-27,2024-11-06,Defaulted,No,2129454,2,2024-11-22,Recovery,None,Father,Yes,44364.0,Sneha Kumar,44,M,Current,750,Corporate,Delhi
Bank,C1469,L1470,Car Loan,Vehicle Purchase,3916204,9.1,60,2022-01-28,2027-01-02,Ongoing,No,3916204,3,,Active,Car,Mother,Yes,65270.0,Kunal Malhotra,55,M,Savings,620,Retail,Bangalore
Bank,C1854,L404,Education Loan,Overseas Study,3525251,10.6,96,2019-02-05,2026-12-25,Ongoing,No,3525251,3,,Active,None,None,No,36721.0,Neha Kumar,38,F,Savings,659,Corporate,Patna
Bank,C268,L1072,Home Loan,Renovation,3023082,10.8,24,2020-10-03,2022-09-23,Ongoing,No,3023082,1,,Active,House,Mother,Yes,125962.0,Sunita Rathi,22,M,Current,649,Retail,Kolkata
Bank,C423,L1974,Personal Loan,Debt Consolidation,228133,8.0,96,2021-05-25,2029-04-13,Defaulted,No,228133,2,2024-07-06,Recovery,None,Mother,Yes,2376.0,Sneha Rathi,51,M,Current,640,SME,Kolkata
Bank,C1801,L1894,Personal Loan,Wedding Expenses,3901227,7.0,24,2023-01-26,2025-01-15,Closed,No,0,0,,Closed,None,Wife,No,162551.0,Rajesh Bansal,41,F,Current,789,Corporate,Chennai
Bank,C1718,L522,Home Loan,Renovation,3118627,13.2,120,2025-04-04,2035-02-11,Ongoing,No,3118627,2,,Active,House,None,Yes,25989.0,Shalini Patel,44,F,Savings,633,Retail,Lucknow
Bank,C1018,L914,Home Loan,Renovation,3582635,11.5,24,2020-04-16,2022-04-06,Ongoing,No,3582635,4,,Active,House,Brother,Yes,149276.0,Deepak Bansal,33,F,Savings,693,Corporate,Gurugram
Bank,C583,L850,Home Loan,Renovation,2237214,8.4,60,2019-04-07,2024-03-11,Closed,No,0,0,,Closed,House,None,No,37287.0,Sneha Malhotra,33,M,Current,778,Retail,Gurugram
Bank,C1720,L1740,Home Loan,Residential Property,943495,7.9,48,2025-01-12,2028-12-22,Ongoing,No,943495,5,,Active,House,Mother,Yes,19656.0,Anjali Joshi,31,M,Current,663,SME,Kolkata
Bank,C866,L1128,Education Loan,Overseas Study,2582584,7.2,180,2020-04-06,2035-01-18,Closed,No,0,0,,Closed,None,Mother,No,14348.0,Suresh Nair,33,F,Current,678,Corporate,Bangalore
Bank,C196,L1500,Business Loan,Startup Funding,357327,10.1,240,2019-12-07,2039-08-24,Defaulted,Yes,357327,2,2025-11-27,Recovery,Factory,Father,Yes,1489.0,Anita Desai,32,M,Current,677,SME,Patna
Bank,C287,L260,Business Loan,Startup Funding,2559518,14.1,240,2024-05-13,2044-01-29,Ongoing,No,2559518,2,,Active,Factory,Wife,No,10665.0,Deepak Sharma,56,F,Savings,690,Corporate,Kolkata
Bank,C1225,L1610,Car Loan,Vehicle Purchase,1951635,11.7,24,2020-02-22,2022-02-11,Ongoing,No,1951635,2,,Active,Car,Mother,Yes,81318.0,Kunal Desai,39,F,Current,633,Corporate,Chennai
Bank,C1523,L1714,Personal Loan,Medical Expenses,1343472,13.8,240,2022-06-24,2042-03-11,Ongoing,No,1343472,4,,Active,None,Wife,No,5598.0,Sneha Gupta,45,M,Savings,730,Corporate,Jaipur
Bank,C223,L559,Education Loan,Overseas Study,2914204,9.0,36,2025-03-06,2028-02-19,Closed,No,0,0,,Closed,None,Brother,No,80950.0,Rajesh Desai,52,F,Current,721,Retail,Bangalore
Bank,C1526,L1897,Personal Loan,Debt Consolidation,4690683,12.4,36,2020-07-24,2023-07-09,Ongoing,No,4690683,2,,Active,None,Brother,No,130297.0,Sunita Singh,58,F,Current,613,Retail,Chennai
Bank,C308,L1908,Home Loan,Residential Property,4169582,14.1,36,2020-01-11,2022-12-26,Closed,No,0,0,,Closed,House,Father,No,115822.0,Meera Desai,56,M,Current,616,SME,Delhi
Bank,C518,L1287,Education Loan,Higher Education,987587,13.7,48,2024-09-07,2028-08-17,Ongoing,No,987587,0,,Active,None,Brother,Yes,20575.0,Sneha Rao,47,F,Savings,768,Corporate,Chennai
Bank,C1398,L697,Home Loan,Residential Property,2678854,8.0,240,2024-08-28,2044-05-15,Ongoing,No,2678854,1,,Active,House,None,Yes,11162.0,Sunita Rathi,23,M,Savings,636,Corporate,Mumbai
Bank,C343,L1096,Business Loan,Business Expansion,3448386,9.7,48,2025-09-19,2029-08-29,Defaulted,No,3448386,4,2026-12-08,Recovery,Factory,Mother,Yes,71841.0,Deepak Sharma,31,M,Savings,750,SME,Hyderabad
Bank,C1638,L386,Home Loan,Residential Property,794939,9.3,180,2024-12-31,2039-10-14,Defaulted,Yes,794939,5,2025-01-01,Recovery,House,Mother,Yes,4416.0,Megha Desai,38,F,Savings,779,Retail,Hyderabad
Bank,C1203,L1691,Car Loan,Vehicle Purchase,3590029,10.8,60,2024-05-09,2029-04-13,Closed,No,0,0,,Closed,Car,Brother,No,59834.0,Sunita Mehta,24,F,Current,730,Retail,Pune
Bank,C330,L995,Education Loan,Higher Education,2356570,8.9,60,2019-06-12,2024-05-16,Ongoing,No,2356570,0,,Active,None,Wife,Yes,39276.0,Pooja Verma,39,F,Current,661,SME,Bangalore
Bank,C1975,L415,Personal Loan,Debt Consolidation,3633728,7.9,96,2019-06-03,2027-04-22,Ongoing,No,3633728,3,,Active,None,Brother,Yes,37851.0,Rohit Kumar,54,M,Savings,732,Corporate,Lucknow
Bank,C557,L1874,Car Loan,Vehicle Purchase,3546554,10.7,180,2022-06-16,2037-03-29,Ongoing,No,3546554,5,,Active,Car,Husband,No,19703.0,Amit Kapoor,48,M,Current,686,Retail,Mumbai
Bank,C1997,L1238,Car Loan,Vehicle Purchase,3290973,12.9,36,2022-04-06,2025-03-21,Ongoing,No,3290973,1,,Active,Car,Father,No,91416.0,Deepak Joshi,48,M,Current,779,Retail,Kolkata
Bank,C194,L845,Business Loan,Business Expansion,1147201,12.9,24,2025-01-30,2027-01-20,Ongoing,No,1147201,0,,Active,Factory,Mother,No,47800.0,Anita Mehta,48,F,Current,687,Retail,Ahmedabad
Bank,C1760,L1406,Business Loan,Working Capital,3429264,13.3,48,2021-05-24,2025-05-03,Ongoing,No,3429264,0,,Active,Factory,None,No,71443.0,Megha Rathi,32,M,Current,778,Corporate,Delhi
Bank,C458,L976,Home Loan,Residential Property,4560397,10.6,60,2020-08-01,2025-07-06,Ongoing,No,4560397,3,,Active,House,Husband,Yes,76007.0,Anita Sharma,48,F,Current,710,Corporate,Jaipur
Bank,C159,L1211,Home Loan,Renovation,2055312,14.0,36,2019-02-24,2022-02-08,Closed,No,0,0,,Closed,House,None,Yes,57092.0,Vikram Mehta,37,F,Savings,786,SME,Chennai
Bank,C93,L42,Car Loan,Vehicle Purchase,3435477,13.1,60,2022-11-26,2027-10-31,Ongoing,No,3435477,2,,Active,Car,Wife,Yes,57258.0,Megha Verma,51,M,Current,706,Corporate,Kolkata
Bank,C428,L500,Business Loan,Startup Funding,867005,10.7,240,2019-02-24,2038-11-11,Closed,No,0,0,,Closed,Factory,None,No,3613.0,Vikram Rathi,51,M,Savings,625,SME,Ahmedabad
Bank,C1550,L1966,Business Loan,Working Capital,2913250,11.9,96,2020-09-20,2028-08-09,Ongoing,No,2913250,2,,Active,Factory,Father,No,30346.0,Sunita Sharma,46,F,Savings,746,SME,Gurugram
Bank,C348,L1192,Education Loan,Higher Education,509380,8.8,36,2024-05-05,2027-04-20,Ongoing,No,509380,6,,Active,None,Husband,Yes,14149.0,Rohit Gupta,31,F,Savings,752,SME,Pune
Bank,C1321,L1086,Home Loan,Residential Property,4748696,13.3,180,2023-07-09,2038-04-21,Closed,No,0,0,,Closed,House,None,Yes,26382.0,Deepak Singh,46,M,Current,622,Corporate,Patna
Bank,C535,L1861,Business Loan,Business Expansion,2025734,11.2,24,2021-02-27,2023-02-17,Ongoing,No,2025734,4,,Active,Factory,Wife,Yes,84406.0,Rahul Bansal,40,F,Savings,617,Corporate,Gurugram
Bank,C639,L205,Education Loan,Overseas Study,1991641,8.8,120,2019-01-07,2028-11-15,Defaulted,Yes,1991641,1,2025-02-03,Recovery,None,Wife,No,16597.0,Anjali Kumar,28,F,Current,672,Corporate,Hyderabad
Bank,C865,L1637,Business Loan,Startup Funding,4301791,12.8,24,2024-07-19,2026-07-09,Closed,No,0,0,,Closed,Factory,Husband,No,179241.0,Sunita Rao,24,M,Current,698,Corporate,Pune
Bank,C269,L1376,Business Loan,Startup Funding,2889604,9.0,180,2021-01-31,2035-11-14,Defaulted,Yes,2889604,4,2024-02-06,Recovery,Factory,Wife,No,16053.0,Suresh Rathi,31,F,Savings,620,Corporate,Ahmedabad
Bank,C975,L435,Business Loan,Business Expansion,1966161,11.3,24,2025-04-17,2027-04-07,Ongoing,No,1966161,4,,Active,Factory,Wife,No,81923.0,Kunal Mehta,60,F,Current,717,Retail,Lucknow
Bank,C1090,L1584,Home Loan,Renovation,2950804,10.7,120,2023-07-01,2033-05-09,Ongoing,No,2950804,6,,Active,House,None,Yes,24590.0,Anjali Singh,23,F,Current,700,Retail,Lucknow
Bank,C1576,L1277,Business Loan,Startup Funding,308908,7.1,180,2022-06-27,2037-04-09,Ongoing,No,308908,1,,Active,Factory,Father,Yes,1716.0,Arjun Rathi,35,M,Savings,624,Corporate,Jaipur
Bank,C1613,L1450,Car Loan,Vehicle Purchase,4731240,12.0,36,2019-10-10,2022-09-24,Ongoing,No,4731240,0,,Active,Car,Husband,Yes,131423.0,Sneha Nair,50,M,Current,654,Corporate,Chennai
Bank,C1261,L1498,Car Loan,Vehicle Purchase,1962367,11.7,180,2021-03-30,2036-01-11,Closed,No,0,0,,Closed,Car,Mother,Yes,10902.0,Arjun Rathi,36,M,Savings,642,Corporate,Bangalore
Bank,C1021,L463,Home Loan,Renovation,3753568,13.3,48,2025-07-25,2029-07-04,Defaulted,Yes,3753568,4,2026-04-25,Recovery,House,None,No,78199.0,Pooja Gupta,40,M,Savings,760,Retail,Chennai
Bank,C784,L427,Home Loan,Renovation,4565596,8.3,60,2021-03-04,2026-02-06,Ongoing,No,4565596,0,,Active,House,Brother,No,76093.0,Kunal Kumar,28,M,Savings,705,Corporate,Kolkata
Bank,C211,L716,Car Loan,Vehicle Purchase,3649087,15.0,24,2024-04-26,2026-04-16,Ongoing,No,3649087,6,,Active,Car,Father,No,152045.0,Amit Joshi,54,F,Savings,742,Retail,Patna
Bank,C105,L261,Education Loan,Higher Education,4514309,14.1,180,2022-07-17,2037-04-29,Defaulted,Yes,4514309,0,2025-01-16,Recovery,None,Wife,No,25079.0,Rahul Mehta,41,M,Savings,646,SME,Mumbai
Bank,C31,L428,Personal Loan,Medical Expenses,1583946,14.2,36,2024-11-21,2027-11-06,Closed,No,0,0,,Closed,None,Husband,No,43998.0,Anita Malhotra,57,F,Savings,611,SME,Delhi
Bank,C1364,L70,Education Loan,Higher Education,1666599,12.6,180,2022-01-05,2036-10-18,Ongoing,No,1666599,0,,Active,None,Father,Yes,9259.0,Suresh Singh,23,M,Current,744,Retail,Pune
Bank,C792,L135,Home Loan,Renovation,2172994,14.3,180,2024-11-30,2039-09-13,Closed,No,0,0,,Closed,House,Father,Yes,12072.0,Rohit Verma,32,F,Savings,696,Corporate,Delhi
Bank,C1667,L1191,Business Loan,Business Expansion,1342639,7.4,36,2025-11-26,2028-11-10,Ongoing,No,1342639,3,,Active,Factory,None,Yes,37296.0,Deepak Rathi,51,F,Savings,749,Corporate,Gurugram
Bank,C1141,L1569,Personal Loan,Debt Consolidation,4570862,10.2,60,2021-12-30,2026-12-04,Ongoing,No,4570862,0,,Active,None,Father,No,76181.0,Deepak Desai,57,M,Current,757,SME,Patna
Bank,C985,L1351,Business Loan,Startup Funding,1965710,12.3,120,2023-12-04,2033-10-12,Defaulted,Yes,1965710,6,2025-06-27,Recovery,Factory,None,No,16381.0,Vikram Kapoor,49,F,Current,694,Corporate,Bangalore
Bank,C1173,L1579,Business Loan,Startup Funding,2957760,14.9,180,2022-02-17,2036-11-30,Ongoing,No,2957760,4,,Active,Factory,Wife,No,16432.0,Shalini Mehta,58,F,Current,652,Corporate,Hyderabad
Bank,C328,L1087,Business Loan,Working Capital,3139211,9.3,240,2025-07-11,2045-03-28,Defaulted,Yes,3139211,3,2024-03-17,Recovery,Factory,Father,No,13080.0,Shreya Gupta,43,M,Current,772,Corporate,Ahmedabad
Bank,C1687,L1072,Education Loan,Higher Education,443677,10.3,240,2019-09-17,2039-06-04,Defaulted,Yes,443677,1,2026-10-13,Recovery,None,Father,No,1849.0,Vikram Malhotra,22,M,Current,794,Corporate,Chennai
Bank,C896,L749,Home Loan,Residential Property,3638488,12.0,120,2020-06-02,2030-04-11,Ongoing,No,3638488,6,,Active,House,Father,No,30321.0,Kunal Kapoor,41,M,Current,629,Corporate,Lucknow
Bank,C968,L1865,Business Loan,Business Expansion,2059429,13.5,48,2022-04-27,2026-04-06,Ongoing,No,2059429,1,,Active,Factory,None,Yes,42905.0,Meera Rathi,51,F,Current,678,Corporate,Delhi
Bank,C1612,L849,Personal Loan,Debt Consolidation,2988056,7.3,96,2024-02-13,2032-01-02,Defaulted,Yes,2988056,2,2024-12-03,Recovery,None,Wife,No,31126.0,Amit Kumar,52,M,Savings,800,SME,Jaipur
Bank,C1424,L559,Home Loan,Residential Property,3638868,11.5,36,2021-12-04,2024-11-18,Closed,No,0,0,,Closed,House,Husband,No,101080.0,Rohit Singh,57,M,Current,670,SME,Ahmedabad
Bank,C1132,L1337,Car Loan,Vehicle Purchase,3329341,10.8,48,2024-07-12,2028-06-21,Closed,No,0,0,,Closed,Car,Brother,No,69361.0,Megha Rao,26,F,Savings,714,Corporate,Bangalore
Bank,C48,L1114,Car Loan,Vehicle Purchase,3473326,7.8,48,2019-07-01,2023-06-10,Ongoing,No,3473326,0,,Active,Car,Brother,Yes,72361.0,Rohit Iyer,22,M,Current,679,SME,Kolkata
Bank,C239,L1776,Personal Loan,Debt Consolidation,2859168,10.8,48,2020-04-05,2024-03-15,Ongoing,No,2859168,5,,Active,None,Husband,No,59566.0,Rohit Desai,57,M,Savings,667,Retail,Lucknow
Bank,C409,L478,Personal Loan,Debt Consolidation,4035155,12.5,120,2021-02-14,2030-12-24,Ongoing,No,4035155,4,,Active,None,Husband,Yes,33626.0,Neha Verma,54,F,Savings,707,Corporate,Delhi
Bank,C664,L1157,Business Loan,Business Expansion,3647703,14.6,180,2024-08-25,2039-06-08,Defaulted,Yes,3647703,0,2026-12-17,Recovery,Factory,Brother,Yes,20265.0,Meera Joshi,51,F,Savings,712,Retail,Chennai
Bank,C1614,L40,Car Loan,Vehicle Purchase,1012772,7.8,180,2022-08-09,2037-05-22,Ongoing,No,1012772,3,,Active,Car,Wife,Yes,5627.0,Arjun Patel,44,F,Savings,640,SME,Hyderabad
Bank,C1388,L1798,Business Loan,Working Capital,1638212,9.6,60,2022-07-28,2027-07-02,Ongoing,No,1638212,5,,Active,Factory,None,Yes,27304.0,Arjun Rao,45,F,Current,698,Corporate,Lucknow
Bank,C368,L892,Car Loan,Vehicle Purchase,3541166,10.6,120,2021-05-08,2031-03-17,Ongoing,No,3541166,5,,Active,Car,Husband,Yes,29510.0,Shalini Verma,23,M,Current,705,SME,Jaipur
Bank,C1523,L1263,Education Loan,Overseas Study,4892857,11.5,96,2022-04-03,2030-02-20,Ongoing,No,4892857,6,,Active,None,Wife,Yes,50967.0,Rahul Gupta,59,M,Current,634,Retail,Pune
Bank,C658,L133,Personal Loan,Debt Consolidation,356839,10.1,24,2022-08-11,2024-07-31,Ongoing,No,356839,4,,Active,None,Wife,Yes,14868.0,Vikram Sharma,59,M,Savings,666,SME,Jaipur
Bank,C1737,L350,Personal Loan,Wedding Expenses,4171770,8.6,24,2020-10-26,2022-10-16,Ongoing,No,4171770,4,,Active,None,None,No,173824.0,Shreya Sharma,26,F,Savings,616,SME,Jaipur
Bank,C804,L1196,Education Loan,Overseas Study,4016414,12.7,24,2021-11-17,2023-11-07,Ongoing,No,4016414,6,,Active,None,Mother,Yes,167351.0,Pooja Malhotra,40,F,Current,710,Retail,Pune
Bank,C11,L1072,Car Loan,Vehicle Purchase,344697,7.1,24,2025-04-12,2027-04-02,Ongoing,No,344697,2,,Active,Car,Father,No,14362.0,Sunita Nair,59,M,Current,702,SME,Gurugram
Bank,C1073,L88,Business Loan,Startup Funding,2600302,10.7,24,2022-02-16,2024-02-06,Ongoing,No,2600302,2,,Active,Factory,Wife,Yes,108346.0,Shalini Rao,24,F,Savings,781,Corporate,Hyderabad
Bank,C689,L194,Home Loan,Residential Property,3434908,7.7,120,2022-04-06,2032-02-13,Ongoing,No,3434908,4,,Active,House,Father,No,28624.0,Rahul Joshi,29,F,Current,608,SME,Lucknow
Bank,C1194,L90,Home Loan,Residential Property,4990867,10.7,60,2023-05-22,2028-04-25,Ongoing,No,4990867,3,,Active,House,Wife,No,83181.0,Sunita Verma,41,M,Current,625,Retail,Delhi
Bank,C444,L1088,Car Loan,Vehicle Purchase,1802664,7.2,48,2019-04-06,2023-03-16,Ongoing,No,1802664,6,,Active,Car,Brother,No,37556.0,Sneha Bansal,21,M,Current,650,Retail,Patna
Bank,C460,L1439,Home Loan,Renovation,1346059,9.1,48,2019-08-23,2023-08-02,Ongoing,No,1346059,0,,Active,House,Husband,No,28043.0,Rohit Kapoor,30,F,Current,633,SME,Kolkata
Bank,C250,L667,Personal Loan,Medical Expenses,2891150,7.9,96,2019-08-14,2027-07-03,Defaulted,Yes,2891150,2,2025-04-20,Recovery,None,Brother,Yes,30116.0,Deepak Mehta,60,M,Savings,762,Retail,Chennai
Bank,C792,L872,Home Loan,Renovation,2593308,12.7,240,2020-10-29,2040-07-16,Ongoing,No,2593308,4,,Active,House,Mother,No,10805.0,Arjun Nair,30,F,Savings,695,Corporate,Mumbai
Bank,C1988,L61,Personal Loan,Medical Expenses,1846823,8.9,180,2025-10-02,2040-07-15,Defaulted,Yes,1846823,3,2024-04-24,Recovery,None,Mother,No,10260.0,Shalini Patel,49,M,Savings,787,Retail,Bangalore
Bank,C1537,L761,Business Loan,Startup Funding,922202,15.0,36,2024-07-24,2027-07-09,Ongoing,No,922202,2,,Active,Factory,Mother,Yes,25617.0,Rohit Rao,26,F,Current,622,SME,Pune
Bank,C1520,L1046,Personal Loan,Medical Expenses,1527628,10.4,240,2021-11-16,2041-08-03,Ongoing,No,1527628,6,,Active,None,Father,No,6365.0,Sunita Singh,21,M,Savings,788,Corporate,Kolkata
Bank,C789,L374,Home Loan,Renovation,2878469,9.6,24,2021-09-03,2023-08-24,Ongoing,No,2878469,1,,Active,House,Brother,Yes,119936.0,Megha Malhotra,50,F,Savings,751,SME,Hyderabad
Bank,C275,L859,Car Loan,Vehicle Purchase,2120498,9.0,240,2023-05-23,2043-02-07,Ongoing,No,2120498,6,,Active,Car,Mother,Yes,8835.0,Deepak Patel,34,F,Savings,658,SME,Delhi
